PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,10/16/2021,04:31.2,3,3,"Saul, Eli",1000047540,Right,SAC_STA,"Beavers, Dylan",1000050019,Left,GOL_PRA,Undefined,1,Top,1,2,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Single,0,1,,94.9442,-0.257281,-2.674197,2363.522645,250.490717,2:15,5.36367,1.65427,5.9638,-24.97686,5.80177,13.76457,3.04345,0.31997,87.1306,-4.896973,-0.202077,0.399297,92.59677,-10.108498,34.328121,,,,,19.51767,,29.549979,0.133325,-7.84237,3.3113,-1.45007,50,5.32917,5.84724,-137.9415,-1.51935,-15.17132,29.52621,-25.76822,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,469ff460-2ebc-11ec-8902-b5e97332f6b2,94.39694,3.14564,,7.8136,,,,2.25812,3.17796,-0.42667,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,04:31.2,2021-10-16T13:04:31.1663272-07:00,2021-10-16T20:04:31.1663272Z,GroundBall,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,f9f27837-578a-4165-9138-297b76e9743d,54.53644,-138.90912,14.76311,5.36512,-0.67488,-12.88411,-1.64984,6.34443,-7.58566,,2.25812,110.41256,,,,,,,,3.17796,-23.8361,,,,,,,,-0.42667,75.39777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
12,10/16/2021,05:16.0,4,1,"Saul, Eli",1000047540,Right,SAC_STA,"Elvis, Cole",8898750,Right,GOL_PRA,Undefined,1,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.54815,0.468261,-2.412515,2162.028241,224.39289,1:30,5.45747,1.66776,6.13615,-22.08233,9.52394,8.36426,4.05044,0.13381,85.44889,-3.681134,-0.906121,0.40463,,,,,,,,,,,,-4.95945,5.09374,-1.48774,50,5.48178,5.35934,-135.86205,0.37748,-9.27907,29.48658,-22.64373,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,615b5e70-2ebc-11ec-8902-b5e97332f6b2,93.15285,,,8.09926,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,05:16.0,2021-10-16T13:05:16.0231080-07:00,2021-10-16T20:05:16.0231080Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,563fc674-6991-47ed-a888-580ac254e1b3,54.36077,-136.80521,14.74329,5.45812,1.10176,-11.32186,-1.66391,5.65614,-4.63953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
13,10/16/2021,05:37.0,4,2,"Saul, Eli",1000047540,Right,SAC_STA,"Elvis, Cole",8898750,Right,GOL_PRA,Undefined,1,Top,1,1,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,93.93429,0.226506,-1.82393,2293.471528,247.771848,2:15,5.27253,1.7813,6.18612,-24.10966,7.25087,15.28835,3.47264,1.37067,85.6069,-4.295805,0.934958,0.403054,,,,,,,,,,,,-8.37008,4.00496,-1.65087,50,5.27754,3.67446,-136.46612,-0.28015,-15.74102,30.79559,-24.64221,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,6de07a40-2ebc-11ec-8902-b5e97332f6b2,93.51717,,,8.32739,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,05:37.0,2021-10-16T13:05:37.0345640-07:00,2021-10-16T20:05:37.0345640Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,992d018e-b4e5-4845-8c73-beaaea6eab87,54.31104,-137.43553,15.3978,5.27415,0.49555,-12.32111,-1.77433,4.16997,-7.87051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
14,10/16/2021,06:03.6,4,3,"Saul, Eli",1000047540,Right,SAC_STA,"Elvis, Cole",8898750,Right,GOL_PRA,Undefined,1,Top,1,1,1,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.78836,0.215386,-2.174149,2230.908492,255.547722,2:30,5.30393,1.67654,6.32642,-26.74694,5.19658,16.23859,3.27351,1.02666,84.69249,-4.794677,0.763757,0.406783,,,,,,,,,,,,-8.985,2.97788,-1.52471,50,5.30721,4.42525,-134.82448,-0.39113,-16.50965,29.78977,-26.70232,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,7dc032c0-2ebc-11ec-8902-b5e97332f6b2,92.6598,,,8.09587,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,06:03.6,2021-10-16T13:06:03.6439720-07:00,2021-10-16T20:06:03.6439720Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,2a9f14b3-ce51-4108-9a0c-0801b22516c6,54.1711,-135.74296,14.89489,5.30658,0.43217,-13.35116,-1.669,4.93428,-8.25483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
15,10/16/2021,06:31.4,4,4,"Saul, Eli",1000047540,Right,SAC_STA,"Elvis, Cole",8898750,Right,GOL_PRA,Undefined,1,Top,1,1,2,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,95.75521,-0.86758,-3.491091,2120.408971,237.614721,2:00,5.61356,1.53683,5.83656,-21.15037,9.62634,13.54465,3.04311,-0.58321,86.91857,-4.828922,-1.067522,0.399283,100.04675,27.09745,38.444639,5525.672141,79.7257,51.6978,75.78764,323.63461,,51.440352,4.126634,-7.94587,5.4791,-1.26,50,5.53036,7.84473,-138.79238,-2.85728,-15.40419,32.84384,-21.55204,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,8e4293e0-2ebc-11ec-8902-b5e97332f6b2,94.39998,64.73034,,8.83664,,,,0.10721,2.82002,0.4099,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,06:31.4,2021-10-16T13:06:31.3674920-07:00,2021-10-16T20:06:31.3674920Z,FlyBall,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,a84e84f5-ef8f-4573-b0f1-bcf0b209a4b4,54.66084,-139.89098,16.42192,5.61388,-2.13638,-10.77602,-1.53102,8.35999,-7.7021,222.819512,0.10689,102.3181,-31.91171,9.95434,-2.69528,0.66076,-0.13177,0.01705,-0.00098,2.82107,66.81294,-18.86205,-0.35413,0.87038,-0.36567,0.08574,-0.01039,0.00049,0.40955,81.22887,-8.74032,1.47211,-0.19281,0.03269,-0.00858,0.0015,-0.0001,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
16,10/16/2021,07:06.4,4,5,"Saul, Eli",1000047540,Right,SAC_STA,"Elvis, Cole",8898750,Right,GOL_PRA,Undefined,1,Top,1,1,2,Slider,Slider,InPlay,Undefined,Popup,Out,1,0,,82.53117,1.32456,-1.521084,2242.703359,6.445471,6:15,5.38722,1.54012,5.41668,-44.91042,-2.5754,-0.45984,2.88615,0.07658,74.64658,-6.901132,-1.602913,0.468297,92.37015,61.613844,5.563111,,,,,63.1991,,-25.123015,6.356626,-0.25744,-1.33598,-1.40465,50,5.47354,3.19555,-119.62529,1.16671,-0.36741,26.32784,-34.08071,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,a32a9910-2ebc-11ec-8902-b5e97332f6b2,80.48833,102.01838,,7.88459,,,,1.28338,2.87033,-0.20682,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,07:06.4,2021-10-16T13:07:06.4055976-07:00,2021-10-16T20:07:06.4055976Z,Popup,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,9629db8a-ed47-4f31-9585-0d47604a951f,55.08113,-120.73839,13.16392,5.39375,2.6076,-17.04035,-1.54008,3.21108,-0.18371,183.214082,1.28338,64.10351,-32.94256,11.30151,-3.28312,0.89556,-0.22902,0.04743,-0.00557,2.87033,119.18684,-28.63804,2.46466,0.13776,-0.24054,0.10293,-0.02768,0.00376,-0.20682,6.24374,-0.4739,-1.56655,0.83013,-0.31511,0.09941,-0.0236,0.00299,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
17,10/16/2021,07:42.8,5,1,"Saul, Eli",1000047540,Right,SAC_STA,"Smith, Hance",1000054532,Right,GOL_PRA,Undefined,1,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.16517,-0.11957,-2.544107,2261.451171,38.128219,7:15,5.3488,1.62409,5.69428,-45.35613,-3.60839,-3.84481,1.45758,-1.06876,75.6052,-8.398355,-3.231719,0.465037,,,,,,,,,,,,1.24126,-1.43126,-1.40785,50,5.3103,5.45122,-119.27885,-1.80598,1.78522,23.30722,-34.23252,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,b8da3400-2ebc-11ec-8902-b5e97332f6b2,81.05251,,,6.55997,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,07:42.8,2021-10-16T13:07:42.8118696-07:00,2021-10-16T20:07:42.8118696Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,a67c496b-2003-4949-8ad1-5a631bd8bebe,54.80526,-120.21414,11.65361,5.35521,-0.43228,-17.11626,-1.62516,5.37958,0.89261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
18,10/16/2021,08:58.0,5,2,"Saul, Eli",1000047540,Right,SAC_STA,"Smith, Hance",1000054532,Right,GOL_PRA,Undefined,1,Top,2,1,0,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,91.37785,-0.583603,-2.894597,2147.431539,271.674981,3:00,5.37473,1.71505,6.50962,-31.85242,0.51268,13.50501,2.1841,0.18188,84.5627,-6.502777,-0.442634,0.409458,80.19743,-28.303271,-50.530103,,,,,6.81044,,-28.41739,0.040609,-7.88689,0.64606,-1.51886,50,5.31992,6.21027,-132.92856,-2.39072,-14.24465,25.98265,-31.00715,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,e5a974a0-2ebc-11ec-8902-b5e97332f6b2,92.05439,2.01389,,6.81516,,,,3.31648,2.26474,0.00545,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,08:58.0,2021-10-16T13:08:57.9904168-07:00,2021-10-16T20:08:57.9904168Z,GroundBall,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,6997d406-451e-4bde-ad1f-4dc5a346911e,53.99211,-133.7066,12.99133,5.37761,-1.46223,-15.50358,-1.7112,6.63682,-7.12233,,3.31648,65.83086,,,,,,,,2.26474,-55.76945,,,,,,,,0.00545,-79.94477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
19,10/16/2021,09:31.2,5,3,"Saul, Eli",1000047540,Right,SAC_STA,"Smith, Hance",1000054532,Right,GOL_PRA,Undefined,1,Top,2,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.39608,1.752192,-0.583039,2304.273474,50.919349,7:45,5.36578,1.71235,5.40026,-45.88873,-4.32296,-6.77394,3.18421,0.6015,76.11212,-6.592337,-1.788386,0.464023,,,,,,,,,,,,3.25114,-2.2328,-1.65553,50,5.48964,1.4989,-119.72931,1.99728,4.75844,21.32124,-35.44199,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,f96ecbc0-2ebc-11ec-8902-b5e97332f6b2,81.22969,,,6.28396,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,09:31.2,2021-10-16T13:09:31.1609512-07:00,2021-10-16T20:09:31.1609512Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,aa7104e8-ee22-4041-8522-91467d3fa937,55.09992,-120.63408,10.66062,5.37298,3.50127,-17.721,-1.71485,1.29698,2.37922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
20,10/16/2021,09:49.8,5,4,"Saul, Eli",1000047540,Right,SAC_STA,"Smith, Hance",1000054532,Right,GOL_PRA,Undefined,1,Top,2,2,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.81458,-0.357729,-1.425942,2290.115467,263.724815,2:45,5.38249,1.64399,6.0034,-29.8949,1.84595,9.27997,2.5597,1.09589,86.3551,-5.861189,0.244376,0.405491,,,,,,,,,,,,-5.11638,1.29252,-1.53701,50,5.33779,2.97086,-135.10184,-1.92861,-9.61565,24.78816,-29.7449,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,04871120-2ebd-11ec-8902-b5e97332f6b2,92.95516,,,6.45947,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,09:49.8,2021-10-16T13:09:49.7782440-07:00,2021-10-16T20:09:49.7782440Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,546ce861-1861-42c1-8636-60afefd8cf01,54.4973,-135.92449,12.39408,5.38541,-0.94146,-14.87245,-1.6409,3.28998,-4.80783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
21,10/16/2021,10:16.1,5,5,"Saul, Eli",1000047540,Right,SAC_STA,"Smith, Hance",1000054532,Right,GOL_PRA,Undefined,1,Top,2,2,2,Slider,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,81.78369,1.664952,-0.919198,2280.811452,44.712001,7:30,5.36908,1.73589,5.25021,-47.62747,-5.30229,-6.40221,2.96527,0.33856,75.78997,-6.957311,-2.055251,0.468243,106.50206,19.70092,-40.521723,2132.071237,83.38438,28.02252,-71.74206,252.79512,,-47.337752,2.454295,3.01937,-2.83878,-1.64648,50,5.48564,2.16398,-118.87213,1.73151,4.36499,20.57926,-36.27796,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,143e5a10-2ebd-11ec-8902-b5e97332f6b2,80.49768,29.28622,,5.99372,,,,3.63493,2.86022,-0.19562,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,10:16.1,2021-10-16T13:10:16.1260712-07:00,2021-10-16T20:10:16.1260712Z,LineDrive,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,a464d806-4ade-4f1a-8cb0-ae7c3ae4665d,55.25205,-119.77791,10.28963,5.37429,3.32827,-18.13898,-1.73749,1.97185,2.1825,,3.63499,111.78571,-22.1146,2.17787,0.11405,-0.28385,0.1261,-0.0303,0.00317,2.86021,52.65828,-31.37995,6.27373,-1.65071,0.43144,-0.09941,0.01755,-0.00155,-0.19563,-95.54932,16.78517,-6.25006,1.8663,-0.47609,0.09498,-0.01349,0.00095,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
22,10/16/2021,10:50.0,5,6,"Saul, Eli",1000047540,Right,SAC_STA,"Smith, Hance",1000054532,Right,GOL_PRA,Undefined,1,Top,2,2,2,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,91.84212,-0.013257,-2.2998,2197.02068,263.699162,2:45,5.3058,1.8822,6.24251,-29.83974,2.40205,13.84702,2.80692,0.91376,85.12566,-5.54246,0.201937,0.408678,,,,,,,,,,,,-7.82036,1.48421,-1.71798,50,5.28978,4.81939,-133.65396,-1.04579,-14.32937,25.30564,-29.45451,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,286bc1d0-2ebd-11ec-8902-b5e97332f6b2,92.2302,,,6.71646,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,10:50.0,2021-10-16T13:10:49.9808424-07:00,2021-10-16T20:10:49.9808424Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,16e3f97e-f650-468a-b5ff-d90b1db3b737,54.25922,-134.45797,12.65282,5.30815,-0.10997,-14.72725,-1.87833,5.27466,-7.16469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
23,10/16/2021,11:19.1,5,7,"Saul, Eli",1000047540,Right,SAC_STA,"Smith, Hance",1000054532,Right,GOL_PRA,Undefined,1,Top,2,2,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,83.65274,1.630356,-1.172482,2190.320509,30.5689,7:00,5.35436,1.8044,5.42521,-44.80148,-4.47634,-3.32461,3.14865,0.42904,77.20386,-6.520276,-1.764152,0.457045,,,,,,,,,,,,1.36756,-2.28295,-1.69807,50,5.4678,2.62722,-121.53267,1.81127,2.06095,22.11703,-35.61458,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,39c3c270-2ebd-11ec-8902-b5e97332f6b2,82.46979,,,6.44888,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,11:19.1,2021-10-16T13:11:19.0956200-07:00,2021-10-16T20:11:19.0956200Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,4c4d4a6d-9db1-49ab-9261-14f17d0d1be1,55.07459,-122.45268,11.05851,5.36164,3.29275,-17.80729,-1.80557,2.54149,1.03047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
24,10/16/2021,13:40.8,1,1,"Stoutenborough, Sam",1000016614,Right,GOL_PRA,"Torres, Keith",1000113334,Right,SAC_STA,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.64898,-1.306112,-2.912147,2193.535004,219.792789,1:15,5.55016,0.77241,5.67211,-21.19041,13.96328,10.68249,2.56482,-1.05472,81.8173,-5.274055,-1.005272,0.426734,,,,,,,,,,,,-6.2126,7.79335,-0.53323,50,5.42659,6.13994,-129.99157,-3.66804,-10.62135,27.46142,-18.85017,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,8e377ae0-2ebd-11ec-8902-b5e97332f6b2,88.32781,,,7.83168,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,13:40.8,2021-10-16T13:13:40.7547560-07:00,2021-10-16T20:13:40.7547560Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,4bff086f-9a64-4333-a53b-1b89bdf554a1,54.8243,-131.00676,13.73071,5.54931,-2.97118,-9.42509,-0.76747,6.5326,-5.31068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
25,10/16/2021,13:54.2,1,2,"Stoutenborough, Sam",1000016614,Right,GOL_PRA,"Torres, Keith",1000113334,Right,SAC_STA,Undefined,1,Bottom,0,0,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.39175,0.086482,-1.318329,1917.927554,246.291774,2:15,5.44315,0.99636,5.67862,-29.7308,7.12914,13.5928,3.04622,0.89995,79.91959,-5.4164,1.112601,0.436967,,,,,,,,,,,,-7.24595,3.95878,-0.89383,50,5.43188,2.33701,-126.916,-0.84613,-11.8134,26.08145,-25.71987,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,96384710-2ebd-11ec-8902-b5e97332f6b2,86.25922,,,7.47216,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,13:54.2,2021-10-16T13:13:54.2022312-07:00,2021-10-16T20:13:54.2022312Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,a23ba2ee-85f5-49e4-88bc-fb212757338c,54.81889,-127.90246,13.04073,5.44548,0.12665,-12.85993,-0.99067,2.78382,-5.9067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
26,10/16/2021,14:08.9,1,3,"Stoutenborough, Sam",1000016614,Right,GOL_PRA,"Torres, Keith",1000113334,Right,SAC_STA,Undefined,1,Bottom,0,0,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.46574,-1.724421,-2.459753,2400.98554,352.151902,5:45,5.35653,0.82544,5.66189,-44.27266,-2.45969,0.53055,0.05719,-1.42543,75.58252,-9.791827,-2.36477,0.465401,,,,,,,,,,,,-1.0178,-0.33791,-0.6177,50,5.18252,5.1154,-119.57158,-5.12734,-1.46051,24.96069,-32.65892,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,9eff7080-2ebd-11ec-8902-b5e97332f6b2,80.98924,,,6.88322,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,14:08.9,2021-10-16T13:14:08.9289896-07:00,2021-10-16T20:14:08.9289896Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,364ec736-af5e-4c32-abae-7ffba49e6972,54.83666,-120.57701,12.48034,5.36256,-3.81182,-16.32946,-0.82494,5.17423,-0.73025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
27,10/16/2021,14:25.5,1,4,"Stoutenborough, Sam",1000016614,Right,GOL_PRA,"Torres, Keith",1000113334,Right,SAC_STA,Undefined,1,Bottom,0,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.73282,-0.998123,-3.210798,2144.8625,222.052748,1:30,5.49178,0.64251,5.47521,-21.8521,13.7052,11.2682,2.73523,-1.42609,81.4109,-5.084603,-1.207809,0.429176,,,,,,,,,,,,-6.57965,7.55044,-0.368,50,5.38943,6.77318,-129.96461,-3.01462,-11.1844,28.80223,-19.33943,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,a8e417e0-2ebd-11ec-8902-b5e97332f6b2,87.82508,,,8.32192,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,14:25.5,2021-10-16T13:14:25.5340712-07:00,2021-10-16T20:14:25.5340712Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,bed6fa99-5918-4fd0-932a-c135b46daedb,55.01987,-131.07237,14.40112,5.49107,-2.27081,-9.66971,-0.63677,7.20334,-5.5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
28,10/16/2021,14:43.2,1,5,"Stoutenborough, Sam",1000016614,Right,GOL_PRA,"Torres, Keith",1000113334,Right,SAC_STA,Undefined,1,Bottom,0,2,2,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,89.66173,-1.675584,-2.660588,1939.348204,246.392705,2:15,5.40259,0.86392,5.69528,-27.04474,7.8413,15.52465,1.58526,-0.32353,82.51486,-6.665097,0.115537,0.425106,,,,,,,,,,,,-8.64024,4.74457,-0.65043,50,5.24477,5.38675,-130.15941,-4.76795,-14.89361,26.08964,-23.99563,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,b370e620-2ebd-11ec-8902-b5e97332f6b2,88.66596,,,7.14687,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,14:43.2,2021-10-16T13:14:43.2391336-07:00,2021-10-16T20:14:43.2391336Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,a78bebd4-983f-4dad-909a-332be76ab274,54.8045,-131.1189,13.04482,5.40389,-3.88547,-11.99782,-0.85861,5.93449,-7.4468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
